time,x,y,yaw,reward,yaw_rate,turn_radius
5.480000000000164739e+00,6.182141721477981688e-01,3.388063662113889318e-01,2.295862528187105234e+00,-1.967579889041064234e-01,3.360350092465779759e-01,inf
5.500000000000171418e+00,6.129209202154030089e-01,3.432372790884943292e-01,2.278876054092509928e+00,-3.149794312897002957e-01,2.375171405919164203e-01,inf
5.520000000000178098e+00,6.080397973290569968e-01,3.479118219268522161e-01,2.253430619429741100e+00,-4.434792887202666511e-01,1.304339260664444389e-01,inf
5.540000000000184777e+00,6.041911777342046097e-01,3.529668345031946597e-01,2.226796983609641067e+00,-5.683605870264478721e-01,2.636617747796003372e-02,inf
5.560000000000191456e+00,6.015578609866453208e-01,3.584078254887550496e-01,2.204129915646568794e+00,-6.585243605750188411e-01,-4.877030047918244626e-02,inf
5.580000000000198135e+00,6.000073463554129738e-01,3.640557678376861173e-01,2.187323381645229325e+00,-7.501857498942474667e-01,-1.251547915785395926e-01,inf
5.600000000000204814e+00,5.993173815147554429e-01,3.696713223702128293e-01,2.175920380507859520e+00,-6.614644621884758768e-01,-5.122038515706332090e-02,inf
5.620000000000211493e+00,5.992900919256354264e-01,3.750836903039410641e-01,2.168701001526218253e+00,-7.014544866023190162e-01,-8.454540550193254123e-02,inf
5.640000000000218172e+00,5.998076040890661931e-01,3.802234579587955299e-01,2.164873527858778512e+00,-5.956362626528398652e-01,3.636447789300066395e-03,inf
5.660000000000224851e+00,6.008299076438922137e-01,3.850909994043465456e-01,2.164474591931164316e+00,-6.704995393359957090e-01,-5.874961611332977368e-02,inf
5.680000000000231530e+00,6.023540936834803627e-01,3.897021358578658390e-01,2.168150371597076020e+00,-5.603209965395494763e-01,3.306583621704203835e-02,inf
5.700000000000238209e+00,6.043785584180167980e-01,3.940500207569833657e-01,2.176712430384388774e+00,-6.263141823060703883e-01,-2.192848525505866272e-02,inf
5.720000000000244889e+00,6.068734441792478229e-01,3.981072557433503745e-01,2.190764580890604662e+00,-5.012613594210556522e-01,8.228220048245361851e-02,inf
5.740000000000251568e+00,6.097718244654493081e-01,4.018397985215677037e-01,2.210541034743237709e+00,-5.349209487580726119e-01,5.423254270160608043e-02,inf
5.760000000000258247e+00,6.129824481911887446e-01,4.052184418315363246e-01,2.235943858330507794e+00,-3.895843331100453111e-01,1.753463890749622778e-01,inf
5.780000000000264926e+00,6.164210829085334797e-01,4.082373037921602776e-01,2.266556053302958951e+00,-3.934230052650050657e-01,1.721474956124957878e-01,inf
