frame,time_s,detected,confidence,axis_angle_deg,chord_angle_deg,body_bend_angle_deg,lateral_error_px,length_px,center_x,center_y,red_count,black_count,area,score,white_candidate_count,black_blob_count,red_blob_count,bbox,black_area,center,line1_x,line1_y,line2_x,line2_y,line3_x,line3_y,line4_x,line4_y,line5_x,line5_y,line6_x,line6_y,red_area,servo_bboxes,servo_center_count,servo_feature_count
30,2.0,1,1.0,125.75320241062504,107.6539192191043,-31.172195485636664,78.35994312471435,250.98000936582446,517.7410907105996,231.0382484407696,5,15,11230.14,42059.35806170398,2,39,12,"(389, 39, 285, 382)",4755.0,"(512.6448951991176, 281.9648634564645)",604.5526315789474,109.0219298245614,586.1923076923077,140.96153846153845,552.5027322404371,201.12568306010928,524.7755775577557,224.78877887788775,472.8764880952381,264.3802083333333,528.4387338325391,348.18221012026316,688.0,"[(600, 106, 11, 7), (583, 138, 7, 7), (548, 197, 9, 8), (522, 218, 7, 14), (457, 257, 31, 14), (509, 314, 42, 74)]",6,13
33,2.2,1,1.0,73.37291681390495,50.50994861384062,79.8895136792176,216.2885605878943,235.7986713900764,502.87547609703813,260.9225593587336,5,23,12016.44,52434.70180535319,2,43,12,"(351, 36, 331, 416)",4895.0,"(515.9796839539271, 266.45011454387856)",382.685534591195,167.22222222222223,612.516129032258,106.02150537634408,560.8566308243727,165.5448028673835,521.7704194260485,291.39183222958053,421.27322404371586,382.391621129326,532.6403388278387,349.1963141025641,789.0,"[(377, 162, 11, 12), (609, 103, 8, 7), (556, 162, 10, 9), (519, 274, 7, 32), (408, 379, 24, 12), (514, 315, 38, 70)]",6,18
36,2.4,1,1.0,54.361841306650355,50.74499360951777,44.54669248081977,44.39966034101123,273.858126568645,520.4396776787213,318.8798259512878,5,12,5253.18,27832.813462605092,1,39,13,"(398, 177, 227, 232)",1969.5,"(513.1359528495211, 301.5182708918122)",366.7011494252873,167.0344827586207,468.78409090909093,267.375,529.8194014447885,296.4788441692466,523.6692390139335,339.90846730975346,539.9911752908142,379.09306056959485,,,567.5,"[(359, 164, 16, 7), (464, 264, 10, 9), (526, 280, 8, 32), (507, 320, 37, 45), (531, 368, 20, 25)]",5,11
39,2.6,1,1.0,126.54468817168963,133.21512981039592,39.51589415673794,55.53803540734078,213.50139822226797,529.7611947409024,293.82693830368663,3,18,5021.9,34343.797593975,1,45,10,"(409, 120, 246, 294)",1944.5,"(525.0309973270945, 294.03868380594974)",581.6928571428572,190.71666666666667,564.9759036144578,262.58232931726906,528.7989417989418,302.49100529100525,512.4280303030303,345.54545454545456,435.5,346.31388888888887,,,388.0,"[(577, 185, 10, 13), (560, 260, 12, 6), (520, 289, 21, 29), (488, 325, 54, 42), (432, 342, 8, 10)]",5,16
42,2.8,1,1.0,122.88134549989678,121.4638080560059,-36.96621383537557,28.02946054510445,173.51804866126537,543.3010354605613,263.3064817982206,3,14,6619.94,36742.435715714324,1,39,10,"(404, 94, 260, 323)",2334.5,"(528.160733897124, 280.6474119276316)",591.6795321637427,199.97543859649122,574.1859296482412,236.01340033500836,531.2098765432099,245.09259259259258,511.5634357762017,305.4877856579984,501.1100732600732,347.9811355311355,,,284.5,"[(586, 191, 12, 19), (565, 226, 17, 19), (520, 234, 26, 23), (501, 294, 25, 28), (481, 322, 52, 52)]",5,13
45,3.0,1,0.5,109.3564472367006,68.20582633570731,41.28692971202475,182.80793039539057,322.9885205437705,533.7402728126581,265.3303992220977,1,24,4299.04,37027.96845504409,1,49,4,"(405, 75, 276, 261)",2928.5,"(546.5021253655688, 222.95709117532385)",381.0558464223385,59.32286212914485,612.2767676767676,145.20606060606062,602.0841530054645,206.14972677595628,475.9315315315315,266.52972972972975,493.7809036658141,319.7041773231031,500.97289812067254,359.2253214638971,144.0,"[(364, 57, 33, 5), (606, 139, 12, 13), (593, 198, 22, 21), (468, 261, 18, 12), (488, 304, 13, 33), (489, 323, 35, 66)]",6,21
48,3.2,1,0.5,63.12986135444075,68.16539842762498,16.147896526076266,45.80823817619121,272.842507915442,452.8387482899618,263.4215697922639,1,18,7899.66,36959.60981452624,1,34,6,"(339, 131, 253, 312)",1808.0,"(469.00970942812285, 277.95430675785406)",385.4269293924466,120.88505747126436,369.4895833333333,167.2578125,409.85272625070263,201.98903878583474,485.55172413793105,247.61302681992336,494.97777777777776,332.0255144032921,486.904831625183,374.1542215714983,208.5,"[(377, 115, 15, 11), (363, 162, 14, 12), (394, 179, 30, 48), (483, 243, 7, 11), (489, 315, 11, 35), (477, 360, 19, 34)]",6,16
51,3.4,1,1.0,64.23280702419684,47.51262910920082,44.74120566044743,80.70410793700721,282.13201596283,479.2090450939309,300.1643141343457,3,22,10230.44,45159.533593708475,1,39,8,"(357, 133, 249, 291)",2253.0,"(469.5066366264144, 267.5129218225991)",321.54,186.6,402.85483870967744,187.90322580645162,473.42151162790697,232.93701550387595,462.91789819376027,303.2824302134647,505.483451536643,350.4929078014184,512.0997732426304,394.65154950869237,440.5,"[(319, 184, 7, 7), (401, 183, 5, 11), (464, 226, 18, 14), (458, 296, 11, 16), (502, 334, 8, 31), (501, 374, 26, 46)]",6,20
54,3.6,1,1.0,92.33490217758636,95.36609059341123,-9.708452088365021,17.449749664960358,249.23272831757365,504.8775278146767,303.45926994154473,4,19,7452.62,42967.184895641345,1,37,7,"(409, 95, 214, 345)",1785.5,"(508.9378682446843, 283.94360157907454)",525.25,165.45833333333331,499.9021739130435,248.7246376811594,508.38837920489294,284.7889908256881,499.41321044546845,326.6405529953917,510.14512471655325,370.7312925170068,501.9419813902572,413.5987958401751,263.0,"[(520, 163, 12, 7), (496, 244, 8, 12), (504, 281, 10, 9), (488, 322, 22, 9), (505, 355, 11, 30), (483, 394, 39, 42)]",6,18
57,3.8,1,1.0,61.06722108170212,45.273482463169394,12.64293203072571,97.15521816209584,209.45536808575716,507.1573034854096,314.79211272462965,5,25,17999.36,70759.80187910696,1,49,8,"(391, 147, 251, 350)",3653.0,"(517.751011080001, 327.84682205134726)",425.3175308641975,230.85185185185185,514.7376171352074,254.32329317269077,518.348427672956,294.4012578616352,512.7134292565946,315.36450839328535,483.3640176600441,427.5139072847682,572.7162162162163,379.6644144144144,556.5,"[(412, 216, 28, 28), (491, 233, 47, 39), (505, 284, 27, 23), (502, 308, 19, 15), (461, 404, 44, 54), (558, 368, 22, 24)]",6,24
60,4.0,1,1.0,96.14216189845784,85.03596374542335,68.33565662333982,118.36883518392165,359.1209941739255,530.1179131833503,284.1801043606326,3,35,14840.62,67061.60144297397,2,59,10,"(396, 90, 261, 327)",6048.0,"(528.6925612001455, 264.27222417422706)",448.57923497267757,85.66666666666666,542.0884773662551,173.5946502057613,523.3229459105371,233.83979037993635,587.8699815837937,321.41565377532226,537.7870370370371,348.1543209876543,479.65412844036695,443.44067278287457,445.5,"[(445, 83, 9, 7), (538, 166, 9, 15), (482, 200, 67, 78), (562, 302, 53, 40), (531, 344, 15, 8), (471, 421, 22, 52)]",6,33
63,4.2,1,1.0,74.66367724087752,73.70072632917741,66.94024119906351,181.1097042057231,416.0242889216791,463.73506137132665,259.5235086110941,2,37,10910.22,65135.12028140267,1,61,8,"(350, 89, 302, 357)",6080.0,"(497.256498822509, 284.80916444143844)",358.90672153635114,61.754458161865564,403.7065602836879,122.28546099290779,576.218954248366,159.62745098039215,479.75405405405405,263.59549549549547,470.501572327044,363.3663522012578,475.6658276399376,461.05825242718447,140.0,"[(340, 58, 37, 7), (387, 97, 35, 47), (573, 154, 8, 12), (469, 253, 23, 19), (462, 355, 18, 18), (452, 436, 48, 51)]",6,34
66,4.4,1,1.0,44.63746058842426,63.484482416327985,54.09461809308479,152.49521416725662,398.1865160356045,482.4199252738583,293.9616961988329,3,29,19385.6,72807.28937609884,1,52,8,"(341, 111, 319, 435)",6473.5,"(488.51243090133113, 348.36579531239477)",307.3719676549865,121.08265947888589,343.6505376344086,181.33870967741936,432.21062271062266,231.93406593406593,499.99100071994235,328.5377969762419,580.626746506986,327.1950384944397,485.1384253316217,477.3853230637569,426.5,"[(295, 115, 31, 13), (337, 178, 13, 7), (428, 224, 11, 17), (491, 307, 21, 47), (562, 314, 37, 36), (460, 455, 48, 48)]",6,26
69,4.6,1,0.5,87.03905880295231,83.49146022164264,36.52266947931034,59.261327447999534,222.22738517374893,499.5587856590699,416.5069507753681,1,14,6907.42,30352.829407172223,1,54,6,"(382, 293, 215, 272)",1830.0,"(489.75416961658965, 450.653554860487)",455.11805555555554,275.912037037037,528.5877352762598,397.08257437765633,489.78107344632764,459.9420903954802,480.3078189300411,496.70716049382713,,,,,92.0,"[(449, 272, 15, 8), (521, 384, 15, 32), (487, 446, 7, 26), (458, 475, 46, 42)]",4,12
72,4.8,1,1.0,72.32825351183929,81.07232085480884,17.369804366090392,54.72133993583772,461.18412911631486,463.65477003762334,300.0343832733638,3,30,22709.3,81466.16157964217,1,57,8,"(327, 123, 330, 468)",4279.0,"(477.1620944656625, 354.9088317788796)",401.8283828382838,66.3036303630363,397.66093697337374,193.1843613077182,445.7135922330097,222.12135922330097,479.5038759689922,308.6860465116279,513.2803921568627,423.16470588235296,473.39846126319554,521.9005188763642,491.5,"[(395, 58, 15, 16), (384, 174, 31, 36), (420, 202, 50, 38), (477, 303, 6, 12), (509, 416, 12, 18), (444, 497, 54, 48)]",6,28
75,5.0,1,1.0,77.20936515036698,83.63121999454857,37.32627142746861,57.87234288841708,437.12981748063714,474.5716915949638,328.5650751184072,5,24,18713.08,62914.95413948284,1,53,12,"(371, 153, 255, 456)",3822.5,"(495.9404382886744, 369.95537343781336)",411.9325884543761,106.08305400372438,427.5646766169154,178.636815920398,485.0,239.0,488.64280387770316,352.30947054436984,490.17017543859646,393.5438596491228,460.4222712238148,540.5151292417003,781.5,"[(399, 74, 29, 63), (424, 173, 9, 11), (483, 236, 5, 7), (465, 345, 39, 13), (484, 388, 13, 13), (440, 516, 44, 50)]",6,23
78,5.2,1,1.0,51.735989303929685,63.01222629792278,50.353582163671135,85.20438801398531,381.83296576475215,479.17908088613416,284.0546432200695,2,32,10414.279999999999,53649.730954173014,1,68,11,"(378, 196, 240, 284)",2318.0,"(490.35389464234584, 338.16802753757645)",370.1619718309859,179.2636932707355,434.85483870967744,226.60887096774192,500.8478260869565,294.19855072463764,548.6577777777777,342.00888888888886,491.40935672514615,487.2514619883041,543.437908496732,519.5163398692811,234.0,"[(364, 168, 12, 25), (418, 206, 43, 36), (492, 288, 18, 12), (537, 337, 20, 14), (487, 485, 10, 6), (540, 516, 8, 8)]",6,25
81,5.4,0,,,,,,,,,,,,,0,65,8,,,,,,,,,,,,,,,,,,,
84,5.6,1,0.5,124.73455295349764,123.85655624618471,-12.469810656766143,10.289809831188654,126.73804932087995,523.0514514292845,344.7913793654784,1,13,2778.1400000000003,17685.185215214005,1,54,6,"(413, 303, 176, 194)",981.5,"(502.80728709020747, 408.5521922327825)",554.4164648910412,302.9604519774011,512.8571428571429,346.4388674388674,499.7675840978593,373.7798165137615,483.80872011251756,408.2081575246132,,,,,113.5,"[(542, 298, 28, 11), (504, 339, 16, 20), (483, 370, 29, 9), (467, 400, 34, 20)]",4,11
87,5.8,1,1.0,84.6867600890426,78.57861993548742,25.936327401501316,85.0927926404516,388.10199708873114,465.793886412223,440.28675460383965,2,19,5041.9400000000005,29284.242085509795,1,44,8,"(358, 279, 226, 329)",1562.5,"(476.3551379907638, 420.06506077848474)",392.2083333333333,252.3848039215686,492.17829457364337,349.40531561461796,428.3809523809524,403.3227513227513,514.4098765432099,427.5604938271605,456.7521367521367,539.3760683760684,469.06150061500614,632.80135301353,134.5,"[(388, 247, 10, 11), (468, 346, 44, 11), (425, 401, 9, 6), (503, 421, 26, 16), (454, 537, 7, 6), (454, 612, 25, 36)]",6,14
90,6.0,1,1.0,88.63577922052357,84.800441865017,33.986469323227986,37.658467282963066,287.072785945683,468.3655819079553,600.136155053194,2,7,6247.62,19805.72005331372,1,34,8,"(380, 358, 186, 365)",1338.0,"(472.2496776257331, 590.9657295343774)",451.73275862068965,368.41666666666663,450.265625,428.44791666666663,497.04761904761904,450.84353741496597,481.20169851380035,616.2653927813163,456.8849878934625,653.5104923325262,477.7487011211375,654.3081761006289,305.5,"[(446, 364, 11, 10), (447, 426, 8, 7), (492, 445, 10, 11), (476, 607, 11, 18), (443, 634, 27, 36), (468, 634, 25, 47)]",6,6
93,6.2,1,1.0,93.65738760667543,95.61048727117364,-27.59925612637879,59.5030882263984,183.9961419093846,450.22237852701915,368.96645079946984,4,12,5274.08,23547.14777626705,2,36,9,"(334, 273, 244, 266)",499.5,"(445.028053888523, 429.7821294695677)",469.61339421613394,287.0608828006088,404.26785714285717,343.6190476190476,451.3333333333333,434.1666666666667,451.625,470.17559523809524,,,,,785.5,"[(464, 279, 11, 19), (402, 340, 6, 9), (445, 432, 14, 6), (441, 468, 20, 6)]",4,7
96,6.4,1,0.5,93.53211974348734,81.90590970216493,-33.92569432879372,19.505846128309692,52.58708113643557,483.91187340582593,698.6015711400634,1,5,3888.18,12009.055270508525,2,43,8,"(397, 604, 162, 177)",386.0,"(475.98019298318445, 692.5276526004508)",468.9846743295019,674.2145593869732,489.40551181102364,692.026902887139,467.29042904290424,711.3201320132013,494.8,717.2,476.3888888888889,726.2777777777778,,,128.5,"[(466, 669, 7, 11), (476, 680, 31, 31), (462, 707, 14, 9), (493, 714, 5, 8), (475, 723, 4, 8)]",5,5
99,6.6,1,1.0,35.83147015392524,34.748734611449066,nan,66.27381648077353,122.67819390549947,448.9949926670856,523.8008764578532,2,4,2928.66,11496.390000982248,1,37,8,"(316, 416, 240, 230)",103.0,"(455.7066086358667, 527.6342936088699)",386.5426356589147,507.36434108527123,473.1,486.75,487.34234234234225,577.2882882882882,,,,,,,147.0,"[(383, 505, 9, 5), (469, 485, 9, 5), (484, 575, 7, 5)]",3,3
102,6.8,0,,,,,,,,,,,,,0,41,5,,,,,,,,,,,,,,,,,,,
105,7.0,0,,,,,,,,,,,,,0,44,7,,,,,,,,,,,,,,,,,,,
108,7.2,1,1.0,43.787055908688075,48.51391675033302,-46.02096868297619,51.41507044345223,175.1811444416928,446.2462097758872,558.9745157351608,5,5,5891.56,19469.482086603148,3,37,12,"(303, 386, 256, 271)",178.0,"(435.99874306069466, 557.8072356991281)",373.8333333333333,456.55555555555554,394.7301587301587,557.8015873015872,430.5470085470085,570.3675213675214,489.88,587.7866666666666,,,,,1149.5,"[(371, 452, 8, 10), (392, 556, 7, 5), (428, 568, 6, 6), (488, 584, 5, 8)]",4,4
111,7.4,1,0.5,72.41645249883284,71.22229616340681,-5.273778034777052,8.245217377952969,86.81062485257583,244.80536714122363,749.2209381315848,1,6,2636.56,11370.786431264309,1,31,10,"(157, 634, 152, 171)",348.5,"(234.91297473976033, 719.2696379182426)",227.75757575757575,704.8939393939394,240.30769230769232,716.1923076923077,236.42937853107344,736.2146892655367,249.57504873294343,754.9688109161793,255.7016806722689,787.0840336134454,,,168.0,"[(223, 693, 10, 24), (238, 711, 5, 12), (234, 730, 6, 12), (246, 742, 8, 25), (252, 768, 9, 40)]",5,5
114,7.6,1,1.0,90.0,90.0,0.0,0.0,423.0,492.5,717.5,4,3,5188.72,14648.73918853792,2,20,8,"(401, 522, 184, 392)",1466.5,"(501.9964356063787, 758.7822196906553)",492.5,541.0,492.5,612.0,492.5,682.0,492.5,753.0,492.5,823.0,492.5,894.0,382.0,,,
117,7.8,1,0.6666666666666666,0.0,0.0,0.0,0.0,258.0,483.0,827.0,3,2,4211.24,10998.21833804045,2,28,7,"(370, 716, 227, 223)",1490.5,"(497.4873231536502, 840.1682349015144)",375.5,827.0,418.5,827.0,461.5,827.0,504.5,827.0,547.5,827.0,590.5,827.0,618.5,,,
120,8.0,1,1.0,42.10875470607317,42.679668819125496,-7.821567265903532,8.148694464296135,304.76741628569596,538.5354526513879,890.2568048928019,4,3,4838.0,14706.738494784622,2,34,9,"(449, 799, 190, 179)",983.0,"(539.0856749788945, 890.9321277120034)",457.71706916974796,808.898130782365,487.3481529911766,842.5935289441575,520.9913383861644,878.328706991189,556.6732957309366,906.5316177854966,594.900066473677,941.121216163107,629.2829308302521,967.101869217635,511.0,,,
123,8.2,1,0.6666666666666666,-29.261070997041315,-24.933696237808224,23.843096573301324,8.083288695333906,86.9368703698492,943.4809775762157,81.89367598891408,5,2,2428.06,9242.448217970092,1,20,10,"(868, -6, 162, 153)",279.5,"(950.267317120283, 70.38516942889301)",913.0458787547283,100.47429501631414,925.5296954862409,95.48336219032343,936.9601069991044,85.18193013707855,947.0547246704707,75.74947920119126,961.1525000808508,72.47483790099604,975.7262681817185,71.33420895966245,1123.5,,,
126,8.4,1,0.6666666666666666,-29.261070997041315,-24.933696237808224,23.843096573301324,8.083288695333906,86.9368703698492,943.4809775762157,81.89367598891408,4,2,2427.06,10227.05955420487,1,30,8,"(868, -6, 162, 153)",279.5,"(950.2675088452002, 70.38528311653752)",913.0458787547283,100.47429501631414,925.5296954862409,95.48336219032343,936.9601069991044,85.18193013707855,947.0547246704707,75.74947920119126,961.1525000808508,72.47483790099604,975.7262681817185,71.33420895966245,1060.0,,,
129,8.6,1,0.6666666666666666,-29.261070997041315,-24.933696237808224,23.843096573301324,8.083288695333906,86.9368703698492,943.4809775762157,81.89367598891408,4,2,2438.06,10238.055116366886,1,25,7,"(868, -6, 162, 153)",279.5,"(950.2654085213244, 70.38403768178887)",913.0458787547283,100.47429501631414,925.5296954862409,95.48336219032343,936.9601069991044,85.18193013707855,947.0547246704707,75.74947920119126,961.1525000808508,72.47483790099604,975.7262681817185,71.33420895966245,1065.5,,,
132,8.8,1,1.0,-109.98605517169244,-110.69879742590057,nan,9.517356244861515,194.09984247305545,547.8933937612281,914.1360517290286,4,3,6011.299999999999,14156.68899100287,2,27,8,"(434, 736, 208, 321)",1468.0,"(544.2292724107789, 904.0687231869001)",573.2371794871794,988.070979020979,542.3684210526316,879.4473684210526,504.63157894736844,806.5,,,,,,,926.5,"[(549, 962, 52, 54), (539, 878, 8, 4), (501, 804, 8, 6)]",3,3
135,9.0,0,,,,,,,,,,,,,0,27,10,,,,,,,,,,,,,,,,,,,
138,9.2,1,1.0,-115.47634257352709,-121.86521738328928,nan,25.655040539881522,195.1420554337337,532.2590378520672,926.4067514220046,5,3,6739.74,17506.23781849404,1,22,8,"(410, 805, 243, 305)",1403.0,"(532.1769670533765, 944.042408464035)",583.3974012607745,1041.40421973498,524.5419501133787,898.1247165532878,480.3774509803921,875.6715686274509,,,,,,,1289.0,"[(564, 1021, 38, 45), (512, 896, 24, 6), (476, 871, 9, 10)]",3,3
141,9.4,1,1.0,-92.84353422600844,-99.82517114607766,nan,28.512281269708765,40.52148167005756,486.79965679965676,856.1426119997548,5,3,6205.64,16857.89187657836,1,26,7,"(394, 764, 169, 179)",86.5,"(481.491855034739, 859.147770830948)",493.81944444444446,874.0972222222222,464.0,869.0,486.90476190476187,834.1700680272107,,,,,,,1175.5,"[(486, 870, 17, 9), (462, 863, 5, 13), (483, 830, 9, 10)]",3,3
144,9.6,1,0.6666666666666666,-90.0,-90.0,0.0,0.0,305.0,594.0,1020.5,5,2,4249.639999999999,12496.497614056125,1,21,11,"(505, 884, 179, 274)",1161.5,"(595.8316997822182, 1025.1518242129432)",594.0,1148.0,594.0,1097.0,594.0,1046.0,594.0,995.0,594.0,944.0,594.0,893.0,1273.0,,,
147,9.8,1,0.6666666666666666,-90.0,-90.0,0.0,0.0,265.0,608.0,1050.5,4,2,4275.82,11994.724700095858,1,19,10,"(515, 934, 187, 234)",1369.5,"(613.918986958066, 1061.441794717948)",608.0,1161.0,608.0,1116.5,608.0,1072.5,608.0,1028.5,608.0,984.5,608.0,940.0,911.0,,,
150,10.0,1,0.6666666666666666,-102.83221727894556,-115.68471460755178,20.812949873961642,27.03126960062183,245.66980161797744,519.1732641828959,921.3929932260796,5,2,3114.74,11434.791926180456,1,22,14,"(444, 831, 162, 177)",98.0,"(526.3246384243032, 921.6431432249792)",566.1309098769771,1005.9895727344856,524.580274306992,981.9623225023024,514.2465740457308,944.5221266187958,506.63647376497323,900.8437321869764,520.4698589885433,857.8429003738181,482.45829587144857,832.0119595891504,757.5,,,
153,10.2,1,0.5,-17.213942081629057,-15.967921845835532,nan,6.238570478038816,54.768136044170625,203.35261044176707,452.6058806655192,1,3,671.18,5374.789061405252,1,29,14,"(112, 387, 152, 142)",190.5,"(188.74244486448364, 458.40313133656576)",182.84504504504503,457.06666666666666,195.5,459.9345238095238,235.5,442.0,,,,,,,105.5,"[(176, 452, 14, 11), (193, 456, 6, 8), (232, 437, 8, 11)]",3,3
156,10.4,1,1.0,-98.85825941500002,-99.68686220527101,nan,6.778505610019229,43.66000918494969,525.725984713728,985.0812198025608,5,4,8011.78,19794.092302549016,2,30,13,"(449, 903, 155, 183)",106.5,"(525.5958357189022, 995.3275372234883)",534.0952380952381,1016.6904761904761,522.0877192982456,986.6315789473684,526.7488584474886,973.6529680365295,,,,,,,1122.5,"[(530, 1012, 10, 9), (520, 983, 5, 8), (524, 967, 6, 14)]",3,3
