frame,time_s,detected,confidence,center_x,center_y,axis_angle_deg,chord_angle_deg,start_segment_angle_deg,end_segment_angle_deg,body_bend_angle_deg,yaw_rate_deg_s,speed_px_s,curvature_px,curvature_pct_length,length_px,width_px,elongation,area_px,bbox_x,bbox_y,bbox_w,bbox_h,seg1_x,seg1_y,seg2_x,seg2_y,seg3_x,seg3_y,seg4_x,seg4_y,seg5_x,seg5_y,seg6_x,seg6_y,seg7_x,seg7_y
159,10.6,1,1.0,490.49318702520196,1342.2614855902568,84.92169541705928,92.34727670821572,104.61171868264249,107.47060196792773,2.858883285285245,-13.255028055560322,16.521931066230337,39.098783325889855,0.08904464966111456,439.0918878864896,83.34772638463525,20.9586855903833,16586,428,1128,121,442,495.1986376527159,1167.982348221478,453.5204087983986,1230.109011117533,464.2757830111175,1286.5975541323367,496.2063481514962,1348.9484668820655,522.0450300726603,1406.5067195916208,512.2590887559504,1470.4213053817507,479.9373177582676,1540.2946422216958
162,10.8,1,1.0,406.62877932758204,644.047327259534,162.79890478706236,160.3813254309924,159.9642569638938,155.484799943541,-4.479457020352811,389.38604685001326,3516.163569047759,9.504778281178774,0.02184443132746903,435.1121866572313,142.0495103053812,6.0089056186428635,49612,188,528,412,230,564.9973342320757,589.5242440090836,510.80505373139283,602.1794953661446,451.88145368303725,630.7749893221524,395.5923387423585,643.8410726618134,335.50039679348856,661.2381677986264,278.9328816524289,681.9016326958091,234.18492742556217,707.4427515056144
165,11.0,1,0.9311125998252899,412.77668470241025,635.1545798669774,156.05877897824755,164.1675519972116,155.42533431847258,-174.12775074121515,30.44691494031224,-33.70062904407417,54.05499437740783,45.80798893067823,0.10406849625899255,440.1715271899104,139.4179938152402,4.655562999126456,46759,184,497,424,255,576.6372806624735,560.1650473962297,512.8481373749338,578.6174270211022,465.0667458382954,611.1863648397868,410.5669130525563,647.7362905634168,353.7908409518157,670.9748665874073,292.7026438854531,674.5780261448243,230.57616881801076,658.3021811644506
168,11.2,1,1.0,510.52037365115154,1431.356015461427,94.42758587515826,94.25687419631147,81.0514082030683,101.5317699632965,20.48036176022819,-308.1559655154475,4010.893151069894,27.659543008475993,0.0709486738273853,389.852854413746,63.490702406044065,38.17080101540503,12418,460,1247,93,390,510.1458627432168,1272.0310699276486,525.7030726514299,1332.3773433956512,528.1059633432391,1386.0889308951794,524.8596750296772,1446.9825427767823,507.7365693234514,1501.4021722460718,493.07667229852257,1555.96722142514,484.65095756263173,1614.5504033644218
171,11.4,1,0.8273419530363079,406.3595918993034,633.2726235288106,161.7670296766724,163.17831285609807,160.43143020246086,175.79551616521297,15.364085962752114,336.6972190075689,4024.259462726712,25.14835174742756,0.05926388768500926,424.3452923826462,160.48143274233928,4.136709765181543,58711,199,513,429,263,573.4023533590017,567.1323245043069,522.8352138582866,599.6779154160963,463.6850773977257,606.1330843711833,408.5935095883232,632.8396961249517,354.7982503012279,659.4956451766258,296.41249971478885,667.7878241359014,239.9790730533876,667.9364724778376
174,11.6,1,1.0,396.99790163934426,643.3502950819673,156.04917689858183,158.10235378096198,160.20789167471446,162.09220510623666,1.8843134315222017,-28.5892638904529,68.77512421957465,13.67700051620357,0.03207983988179838,426.3425430612481,121.03918754862846,6.349540339359343,38125,194,543,395,203,548.0125487379304,580.6563383091875,489.7077356641999,591.8519243454571,436.3651947930341,620.834488886154,389.0422169264245,657.095040156459,333.38498010659913,676.3814995778413,272.6180760045442,676.6105602036641,213.40169415855468,715.1530720155049
177,11.8,1,1.0,407.2627131303216,632.7235440985041,161.83347292994424,170.31739037607838,-177.75257373867302,-179.64438146652157,-1.8918077278485441,28.921480156811857,73.87391139804227,48.57449020744952,0.10439507903400827,465.2948266998835,140.94809819876565,7.108018531281998,46861,171,496,459,256,593.6929760642244,602.4444734936596,516.33143465136,566.3675035862549,458.7597367597449,597.1490026585575,399.75456407805757,644.775788185024,340.2181454787642,667.6626501931481,272.30813156815293,671.2738027022209,215.97218740788276,666.8914811269909
180,12.0,1,0.7989307784814096,401.7459599341284,636.4556542825603,152.46102292280054,146.04512582561492,144.264734682588,142.27215428731552,-1.9925803952724834,-46.86225003571865,33.3028573299814,23.83242535219468,0.057479264555679935,414.6264837663033,153.3813383426991,3.9946538924070434,55259,222,504,364,292,545.0754622334455,539.0214153909443,518.6727695002621,574.1741606355978,461.215892788094,599.358930254821,419.33678563541184,644.4814774199426,359.77744088658363,655.1553812301024,302.2334693861331,673.8104334876541,273.6478518862356,721.7907811724115
183,12.2,1,1.0,402.8822841766289,642.2750231593807,157.95688468515502,164.69171394873916,164.92982203600002,173.620915377076,8.69109334107597,27.479308811772494,29.64636862610668,30.066641282798983,0.07362070831193454,408.39923945590357,129.9160285712949,5.680961251876991,45338,194,510,408,242,558.480713109987,594.3082968453319,498.72128603476824,579.4932445110344,448.6235590862234,623.8886977856383,401.81379806357785,651.5631389049533,348.01349927821457,670.6386506029936,295.5791788982543,687.9679403144637,232.40324149640784,683.563686916383
186,12.4,1,1.0,527.3885326642505,1545.373106588607,98.68818321645593,96.93668254117176,89.76683952240279,98.06226948537721,8.295429962974424,-296.34350734349385,4558.201274093747,13.593677048510546,0.03718691813273962,365.54997647257517,38.197124301127644,61.471345379363974,10761,486,1373,83,363,539.3262959033083,1406.8206460429647,547.4269004623269,1452.794450696046,539.7296774887087,1505.9452276827672,530.9090985353738,1555.6389197264548,517.8039259899477,1601.6509525535166,505.1144624016117,1653.7950073174331,502.34465496064837,1710.788614344271
189,12.6,1,0.9911070786787185,402.0616944939969,630.0502295003107,160.72718814075347,155.25862733561212,154.8460193057518,148.98537527471512,-5.860644031036685,310.1950246214888,4619.3148455343335,36.53365972536695,0.0864419739221942,422.6379624122262,139.90107744626692,4.955535393393595,49891,198,515,386,230,546.9459088504196,568.7148623619689,498.2717965486382,594.7580014471441,440.6826992342971,618.6143242238991,387.96153586108693,646.0590605321953,329.60537276393427,655.2916999951315,270.59670683245633,655.8369651937552,232.87916566444432,713.4442768243455
192,12.8,1,0.9491766277959165,392.87990511303553,645.6182228700449,153.9635360614239,152.29486666027734,156.10159804050477,147.31111066081073,-8.790487379694042,-33.818260396647695,90.36975071842603,37.84757909994879,0.10067261203747188,375.94712537965484,126.55950512934908,4.745883138979581,34989,202,529,374,239,546.1383416307556,578.2831855837323,489.95348296567096,577.7637910983633,449.5512739356708,621.0814596379638,403.16142974877755,647.5588905222202,356.72925612194,667.9026767961158,296.409468744789,666.6736931760054,272.29443631523685,722.0857489149068
195,13.0,1,0.6907691669230999,410.3096096595847,627.1331151421017,155.5764990032632,159.66077998044707,168.05830041100668,160.46968788863614,-7.588612522370539,8.064814709196526,127.0328508982681,15.249151935903283,0.03910127683466227,389.991150426712,157.8876872172071,3.4538458346154965,54081,217,496,383,260,546.3636228089164,582.8372421765226,497.26402572470766,588.1459385128937,444.20587386265987,604.4429200542456,393.5986866649404,629.3705206110656,350.2376826000767,657.0827117995796,298.57433526726425,688.0991614849663,253.61368532028132,691.356603391792
198,13.2,1,1.0,382.12461892282187,625.124886345403,163.09765733678125,165.5092440515972,151.76490736479147,-179.7051689837351,28.52992365147344,37.60579166759043,141.28222514981329,39.48977788372942,0.092777550126487,425.6393688978807,128.1728476965929,6.06395344292593,37394,160,528,411,204,532.5982123054607,559.6414298790714,486.57385956156094,582.0521325801842,429.5151579994382,614.9953939621224,378.73056632514374,640.1951272411079,318.8099849062402,646.1019376445664,257.96169823054606,654.6193744783307,200.4149045057959,645.4926981810046
201,13.4,1,1.0,424.1493473281594,619.7583891124997,153.05769106175333,156.43601801633747,145.90685504929138,171.65180595718053,25.744950907889148,-50.19983137513934,211.82994890319006,31.726926942409943,0.07128510066373497,445.0709425532235,121.41832768254497,6.948094203584635,44969,208,485,392,271,568.4661340218946,535.4695286020595,523.4999474484107,567.055968574461,474.1603436995921,599.3028949506628,411.34355254888106,625.1271997056474,361.55735945383776,660.3240690078068,299.88984634888004,680.270689079571,241.95308724835115,677.875203563374
204,13.6,1,1.0,392.4131158066776,642.4040100396918,160.6726077487741,161.4005647960296,144.33321315825498,166.5134987424871,22.18028558423211,38.07458343510404,194.93669090009644,36.40652421917997,0.08542523829677398,426.17995507019657,125.41800230054766,5.261845610388342,34264,152,529,413,216,519.9094695372726,574.188338387808,474.6413089705362,604.656045098087,422.575161063265,644.0446135603146,369.1547132523262,663.3340279106263,311.93321100179884,655.5536657782346,249.2070658236983,674.2927437906384,194.28828274851878,683.7684014330449
207,13.8,1,0.8933201453188812,409.97340044648496,623.0567794111453,161.27968562810796,165.58819877473783,162.29087894682,-176.3127253717503,21.39639568142968,3.035389396669201,130.6406263021975,35.71874196476156,0.09115554686933258,391.84386679137356,141.20544293472352,4.466600726594411,47482,205,513,373,230,550.2867318306514,569.680364255884,503.92902306401095,583.5604535834649,449.9571972296329,601.7172024250801,405.0091575438462,637.6497053302338,353.78975580893643,657.0546171550141,297.4875283437871,645.7516399065644,239.05121363166347,649.6603980576734
210,14.0,1,1.0,383.1869156374742,644.5353229565729,156.50877230358392,157.7117594629062,148.19498669307958,169.45084100306306,21.255854309983476,-23.85456662262024,171.67145957148819,24.285232187980707,0.05612447107292365,432.7030923182584,126.35570045973326,6.2885474442216,37327,169,529,415,214,542.0675253180686,562.1473054435921,488.9720786839857,578.5333416637675,436.7660853270585,627.4497208976566,388.7136696024254,651.2516848951042,332.30355338314627,673.6984170950071,266.1496637949978,678.3483757710381,217.97588409935963,694.9892753718964
213,14.2,1,1.0,415.7335425177947,628.9013814597987,156.22574510632157,156.7284949527637,145.8383718540099,171.6108254305249,25.772453576515005,-1.415135986311787,180.5341413702246,35.903744656173465,0.07750700750512148,463.2322394049471,133.7313504219257,5.201093235180177,47486,184,505,419,243,568.3238432167473,532.9650806619894,523.7140031567177,585.6501134558162,462.6467745926512,604.6797287238378,407.3446002481477,641.2822650903191,347.1665680706178,666.7175956217554,284.07757447814095,659.3404101766608,210.44720897829566,686.8801598720921
216,14.4,1,0.8916979994782958,387.0912290764979,643.668639516087,154.85184905088883,156.48089314344503,159.72887599137758,157.39938430712564,-2.329491684251934,-6.869480277163652,161.12526414024063,22.009673532432178,0.05806244426103822,379.0690146195134,133.92534138442306,4.4584899973914744,38354,228,528,370,213,549.44924980501,573.2376091086417,497.5843107922968,571.8059605812917,449.8050177130024,610.0400499618356,413.1617860193512,644.7312097924868,362.0328472533997,656.5570116199469,313.674721962379,674.6640557934235,269.4020617646833,695.1166539797299
219,14.6,1,0.9556433550529556,409.11087722408104,625.6634907269947,151.10742818977928,160.20756201613432,157.50456675763155,-176.54257217571526,25.952861066653213,-18.7221043055478,142.21904649700733,53.57708975746584,0.12290765074623228,435.9133823824083,138.8601364179268,4.778216775264787,45131,191,504,399,246,559.5689923005648,543.8768099951286,506.69567468982893,566.7570159586253,452.6631987433083,588.148657031667,409.8865125333022,639.6810004591126,360.6362028241466,672.4082073191129,296.7260904915995,681.4290675878522,225.156286206252,664.2229375576278
222,14.8,1,1.0,407.80678278108184,632.7374209383555,156.81261828759202,158.89060906149575,169.69643923898704,158.45865903147435,-11.237780207512685,28.525950489063508,35.96566103641908,30.345830323479586,0.07426312560446655,408.6258163318464,136.69896394401596,5.075082338992157,42372,232,528,384,218,582.0637513646512,574.8236996764739,520.7072944700143,565.9820572606795,465.7059261616975,595.9769705402624,420.3902453599749,630.5518746908662,371.15483456894486,655.3652596548943,314.8660439005391,671.3375359914517,269.73496354850045,695.400166134753
225,15.0,1,0.8555552687296647,408.6902543137137,636.7357061263752,159.29666926153809,165.91806662763653,156.90639275274248,-174.27547952395184,28.81812772330568,12.420254869730387,20.473645494701856,36.74829060207884,0.10013335798285422,366.9934909041124,125.91157200782922,4.277776343648321,33266,209,529,359,214,534.5081062039097,585.9065544018829,487.6700918501912,593.1798464812107,442.85361561104764,624.9884213548145,397.4797967725496,652.3937739279496,349.9868418729874,670.0800788118187,291.6250515001278,648.5079013680112,242.0757183879789,659.2624726999205
